name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
"Krenko, Baron of Tin Street",{2}{R},3.0,Legendary Creature — Goblin,"Haste
{T}, Sacrifice an artifact: Put a +1/+1 counter on each Goblin you control.
Whenever an artifact is put into a graveyard from the battlefield, you may pay {R}. If you do, create a 1/1 red Goblin creature token. It gains haste until end of turn.",R,R,rare,MKM,Murders at Karlov Manor,135,3,3,,,Haste,haste;pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Krenko, Mob Boss",{2}{R}{R},4.0,Legendary Creature — Goblin Warrior,"{T}: Create X 1/1 red Goblin creature tokens, where X is the number of Goblins you control.",R,R,rare,J22,Jumpstart 2022,564,3,3,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Krotiq Nestguard,{2}{G},3.0,Creature — Insect,"Defender
{2}{G}: This creature can attack this turn as though it didn't have defender.",G,G,common,TDM,Tarkir: Dragonstorm,148,4,4,,,Defender,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Krumar Initiate,{1}{B},2.0,Creature — Human Cleric,"{X}{B}, {T}, Pay X life: This creature endures X. Activate only as a sorcery. (Put X +1/+1 counters on it or create an X/X white Spirit creature token.)",B,B,uncommon,TDM,Tarkir: Dragonstorm,84,2,2,,,Endure,pump;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",,4.0,Legendary Creature — Human Mutant Wizard // Legendary Creature — Avatar Wizard,,,"B,R",rare,FIN,Final Fantasy,232,,,,,Transform,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Kulrath Mystic,{2}{U},3.0,Creature — Elemental Wizard,"Whenever you cast a spell with mana value 4 or greater, this creature gets +2/+0 and gains vigilance until end of turn.",U,U,common,ECL,Lorwyn Eclipsed,56,2,4,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Kulrath Zealot,{5}{R},6.0,Creature — Elemental Warrior,"When this creature enters, exile the top card of your library. Until the end of your next turn, you may play that card.
Basic landcycling {1}{R} ({1}{R}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",R,R,common,ECL,Lorwyn Eclipsed,148,6,5,,,Landcycling;Basic landcycling;Typecycling;Cycling,ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Kutzil's Flanker,{2}{W},3.0,Creature — Cat Warrior,"Flash
When this creature enters, choose one —
• Put a +1/+1 counter on this creature for each creature that left the battlefield under your control this turn.
• You gain 2 life and scry 2.
• Exile target player's graveyard.",W,W,rare,LCI,The Lost Caverns of Ixalan,355,3,1,,,Flash;Scry,flash;lifegain;pump;removal;scry,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
"Kutzil, Malamet Exemplar",{1}{G}{W},3.0,Legendary Creature — Cat Warrior,"Your opponents can't cast spells during your turn.
Whenever one or more creatures you control each with power greater than its base power deals combat damage to a player, draw a card.","G,W","G,W",uncommon,LCI,The Lost Caverns of Ixalan,304,3,3,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Kykar, Zephyr Awakener",{2}{W}{U},4.0,Legendary Creature — Bird Wizard,"Flying
Whenever you cast a noncreature spell, choose one —
• Exile another target creature you control. Return that card to the battlefield under its owner's control at the beginning of the next end step.
• Create a 1/1 white Spirit creature token with flying.","U,W","U,W",rare,FDN,Foundations,409,3,4,,,Flying,flying;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Kylox, Visionary Inventor",{5}{U}{R},7.0,Legendary Creature — Lizard Artificer,"Menace, ward {2}, haste
Whenever Kylox attacks, sacrifice any number of other creatures, then exile the top X cards of your library, where X is their total power. You may cast any number of instant and/or sorcery spells from among the exiled cards without paying their mana costs.","R,U","R,U",rare,MKM,Murders at Karlov Manor,214,4,4,,,Haste;Menace;Ward,haste;menace;protection;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Kyoshi Warriors,{3}{W},4.0,Creature — Human Warrior Ally,"When this creature enters, create a 1/1 white Ally creature token.",W,W,common,TLA,Avatar: The Last Airbender,26,3,3,,,,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
