name,mana_cost,cmc,type_line,oracle_text,colors,color_identity,rarity,set,set_name,collector_number,power,toughness,loyalty,produced_mana,keywords,tags,legal_formats
The Mycotyrant,{1}{B}{G},3.0,Legendary Creature — Elder Fungus,"Trample
The Mycotyrant's power and toughness are each equal to the number of creatures you control that are Fungi and/or Saprolings.
At the beginning of your end step, create X 1/1 black Fungus creature tokens with ""This token can't block,"" where X is the number of times you descended this turn. (You descend each time a permanent card is put into your graveyard from anywhere.)","B,G","B,G",mythic,LCI,The Lost Caverns of Ixalan,305,*,*,,,Trample,token;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
The Neutrinos,{2}{R}{W},4.0,Legendary Creature — Elf Rebel,"Flying
Alliance — Whenever another creature you control enters, The Neutrinos get +1/+0 until end of turn.
Whenever The Neutrinos attack, exile up to one target creature you own, then return it to the battlefield under your control tapped and attacking.","R,W","R,W",uncommon,TMT,Teenage Mutant Ninja Turtles,160,2,4,,,Flying;Alliance,flying;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Pride of Hull Clade,{10}{G},11.0,Legendary Creature — Crocodile Elk Turtle,"This spell costs {X} less to cast, where X is the total toughness of creatures you control.
Defender
{2}{U}{U}: Until end of turn, target creature you control gets +1/+0, gains ""Whenever this creature deals combat damage to a player, draw cards equal to its toughness,"" and can attack as though it didn't have defender.",G,"G,U",mythic,PMKM,Murders at Karlov Manor Promos,172s,2,15,,,Defender,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
The Rise of Sozin // Fire Lord Sozin,,6.0,Enchantment — Saga // Legendary Creature — Human Noble,,,B,mythic,TLA,Avatar: The Last Airbender,117,,,,R,Transform;Firebending;Menace,menace,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Speed Demon,{3}{B}{B},5.0,Legendary Creature — Demon,"Flying, trample
Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
At the beginning of your end step, you draw X cards and lose X life, where X is your speed.",B,B,mythic,PDFT,Aetherdrift Promos,105s,5,5,,,Flying;Trample;Start your engines!,draw;flying;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"The Spot, Living Portal",{3}{W}{B},5.0,Legendary Creature — Human Scientist Villain,"When The Spot enters, exile up to one target nonland permanent and up to one target nonland permanent card from a graveyard.
When The Spot dies, put him on the bottom of his owner's library. If you do, return the exiled cards to their owners' hands.","B,W","B,W",rare,SPM,Marvel's Spider-Man,153,4,4,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Swarmweaver,{2}{B}{G},4.0,Legendary Artifact Creature — Scarecrow,"When The Swarmweaver enters, create two 1/1 black and green Insect creature tokens with flying.
Delirium — As long as there are four or more card types among cards in your graveyard, Insects and Spiders you control get +1/+1 and have deathtouch.","B,G","B,G",rare,PDSK,Duskmourn: House of Horror Promos,236p,2,3,,,Delirium,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Unagi of Kyoshi Island,{3}{U}{U},5.0,Legendary Creature — Serpent,"Flash
Ward—Waterbend {4}. (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {4}. They can tap their artifacts and creatures to help. Each one pays for {1}.)
Whenever an opponent draws their second card each turn, you draw two cards.",U,U,rare,TLA,Avatar: The Last Airbender,77,5,5,,,Ward;Flash;Waterbend,draw;flash,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Walls of Ba Sing Se,{8},8.0,Legendary Artifact Creature — Wall,"Defender
Other permanents you control have indestructible.",,,mythic,TLA,Avatar: The Last Airbender,329,0,30,,,Defender,protection;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Wandering Minstrel,{G}{U},2.0,Legendary Creature — Human Bard,"Lands you control enter untapped.
The Minstrel's Ballad — At the beginning of combat on your turn, if you control five or more Towns, create a 2/2 Elemental creature token that's all colors.
{3}{W}{U}{B}{R}{G}: Other creatures you control get +X/+X until end of turn, where X is the number of Towns you control.","G,U","B,G,R,U,W",rare,FIN,Final Fantasy,249,1,3,,,,pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
The Wandering Rescuer,{3}{W}{W},5.0,Legendary Creature — Human Samurai Noble,"Flash
Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Double strike
Other tapped creatures you control have hexproof.",W,W,mythic,PDSK,Duskmourn: House of Horror Promos,41s,3,4,,,Double strike;Flash;Convoke,flash;protection;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Thieving Otter,{2}{U},3.0,Creature — Otter,"Whenever this creature deals damage to an opponent, draw a card.",U,U,common,IKO,Ikoria: Lair of Behemoths,69,2,2,,,,draw,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Thistledown Players,{2}{W},3.0,Creature — Mouse Bard,"Whenever this creature attacks, untap target nonland permanent.",W,W,common,BLB,Bloomburrow,35,3,3,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Thornfist Striker,{2}{G},3.0,Creature — Elf Druid,"Ward {1} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)
Infusion — Creatures you control get +1/+0 and have trample as long as you gained life this turn.",G,G,uncommon,SOS,Secrets of Strixhaven,164,3,3,,,Infusion;Ward,lifegain;protection;tribal,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Thornplate Intimidator,{3}{B},4.0,Creature — Rat Rogue,"Offspring {3} (You may pay an additional {3} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, target opponent loses 3 life unless they sacrifice a nonland permanent of their choice or discard a card.",B,B,common,BLB,Bloomburrow,117,4,3,,,Offspring,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Thornvault Forager,{1}{G},2.0,Creature — Squirrel Ranger,"{T}: Add {G}.
{T}, Forage: Add two mana in any combination of colors. (To forage, exile three cards from your graveyard or sacrifice a Food.)
{3}{G}, {T}: Search your library for a Squirrel card, reveal it, put it into your hand, then shuffle.",G,G,rare,BLB,Bloomburrow,364,2,2,,"B,G,R,U,W",Forage,ramp,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Thornweald Archer,{1}{G},2.0,Creature — Elf Archer,"Reach (This creature can block creatures with flying.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)",G,G,common,C14,Commander 2014,219,2,1,,,Reach;Deathtouch,deathtouch;reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel,predh"
Thought Shucker,{1}{U},2.0,Creature — Rat Rogue,Threshold — {1}{U}: Put a +1/+1 counter on this creature and draw a card. Activate only if there are seven or more cards in your graveyard and only once.,U,U,common,BLB,Bloomburrow,77,1,3,,,Threshold,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Thought-Stalker Warlock,{2}{B},3.0,Creature — Lizard Warlock,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, choose target opponent. If they lost life this turn, they reveal their hand, you choose a nonland card from it, and they discard that card. Otherwise, they discard a card.",B,B,uncommon,BLB,Bloomburrow,118,2,2,,,Menace,menace,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Thoughtweft Imbuer,{3}{W},4.0,Creature — Kithkin Advisor,"Whenever a creature you control attacks alone, it gets +X/+X until end of turn, where X is the number of Kithkin you control.",W,W,uncommon,ECL,Lorwyn Eclipsed,38,0,5,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Thoughtweft Lieutenant,{G}{W},2.0,Creature — Kithkin Soldier,"Whenever this creature or another Kithkin you control enters, target creature you control gets +1/+1 and gains trample until end of turn.","G,W","G,W",uncommon,ECL,Lorwyn Eclipsed,246,2,2,,,,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Thousand Moons Crackshot,{1}{W},2.0,Creature — Human Soldier,"Whenever this creature attacks, you may pay {2}{W}. When you do, tap target creature.",W,W,common,LCI,The Lost Caverns of Ixalan,37,2,2,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Thousand Moons Infantry,{2}{W},3.0,Creature — Human Soldier,Untap this creature during each other player's untap step.,W,W,common,LCI,The Lost Caverns of Ixalan,38,2,4,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
Thrashing Brontodon,{1}{G}{G},3.0,Creature — Dinosaur,"{1}, Sacrifice this creature: Destroy target artifact or enchantment.",G,G,uncommon,RIX,Rivals of Ixalan,148,3,4,,,,removal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Threadbind Clique // Rip the Seams,{3}{U} // {2}{W},4.0,Creature — Faerie // Instant — Adventure,,U,"U,W",uncommon,WOE,Wilds of Eldraine,239,3,3,,,Flying,flying,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Three Tree Mascot,{2},2.0,Artifact Creature — Shapeshifter,"Changeling (This card is every creature type.)
{1}: Add one mana of any color. Activate only once each turn.",,,common,FDN,Foundations,682,2,1,,"B,G,R,U,W",Changeling,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Three Tree Rootweaver,{1}{G},2.0,Creature — Mole Druid,{T}: Add one mana of any color.,G,G,common,BLB,Bloomburrow,198,1,3,,"B,G,R,U,W",,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Three Tree Scribe,{1}{G},2.0,Creature — Frog Druid,"Whenever this creature or another creature you control leaves the battlefield without dying, put a +1/+1 counter on target creature you control.",G,G,uncommon,BLB,Bloomburrow,199,2,3,,,,pump;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Threefold Thunderhulk,{7},7.0,Artifact Creature — Gnome,"This creature enters with three +1/+1 counters on it.
Whenever this creature enters or attacks, create a number of 1/1 colorless Gnome artifact creature tokens equal to its power.
{2}, Sacrifice another artifact: Put a +1/+1 counter on this creature.",,,rare,LCI,The Lost Caverns of Ixalan,390,0,0,,,,pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Throne of the Grim Captain // The Grim Captain,,2.0,Legendary Artifact // Legendary Creature — Skeleton Spirit Pirate,,,B,rare,LCI,The Lost Caverns of Ixalan,313,,,,,Lifelink;Craft;Transform;Hexproof;Trample;Menace;Mill,lifegain;menace;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Thunderdrum Soloist,{1}{R},2.0,Creature — Dwarf Bard,"Reach
Opus — Whenever you cast an instant or sorcery spell, this creature deals 1 damage to each opponent. If five or more mana was spent to cast that spell, this creature deals 3 damage to each opponent instead.",R,R,uncommon,SOS,Secrets of Strixhaven,134,1,3,,,Reach;Opus,reach,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Thunderhead Gunner,{4}{R},5.0,Creature — Shark Pirate,"Reach
Discard a card: Draw a card. Activate only as a sorcery and only once each turn.",R,R,common,DFT,Aetherdrift,148,4,5,,,Reach,draw;reach,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Thundertrap Trainer,{1}{U},2.0,Creature — Otter Wizard,"Offspring {4} (You may pay an additional {4} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",U,U,rare,BLB,Bloomburrow,307,1,2,,,Offspring,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Ticket Tortoise,{2},2.0,Artifact Creature — Turtle,"Defender
When this creature enters, if an opponent controls more lands than you, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",,,common,DFT,Aetherdrift,245,3,1,,"B,G,R,U,W",Treasure;Defender,token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Tidecaller Mentor,{1}{U}{B},3.0,Creature — Rat Wizard,"Menace
Threshold — When this creature enters, if there are seven or more cards in your graveyard, return up to one target nonland permanent to its owner's hand.","B,U","B,U",uncommon,BLB,Bloomburrow,236,3,3,,,Threshold;Menace,bounce;menace,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Tidus, Blitzball Star",{1}{W}{U},3.0,Legendary Creature — Human Warrior,"Whenever an artifact you control enters, put a +1/+1 counter on Tidus.
Whenever Tidus attacks, tap target creature an opponent controls.","U,W","U,W",uncommon,FIN,Final Fantasy,246,2,1,,,,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Tifa Lockhart,{1}{G},2.0,Legendary Creature — Human Monk,"Trample
Landfall — Whenever a land you control enters, double Tifa Lockhart's power until end of turn.",G,G,rare,FIN,Final Fantasy,473,1,2,,,Trample;Landfall,trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Tiger-Dillo,{1}{R},2.0,Creature — Cat Armadillo,This creature can't attack or block unless you control another creature with power 4 or greater.,R,R,uncommon,TLA,Avatar: The Last Airbender,155,4,3,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Tiger-Seal,{U},1.0,Creature — Cat Seal,"Vigilance
At the beginning of your upkeep, tap this creature.
Whenever you draw your second card each turn, untap this creature.",U,U,rare,PTLA,Avatar: The Last Airbender Promos,75s,3,3,,,Vigilance,vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Timeline Culler,{B}{B},2.0,Creature — Drix Warlock,"Haste
You may cast this card from your graveyard using its warp ability.
Warp—{B}, Pay 2 life. (You may cast this card from your hand or graveyard for its warp cost. If you do, exile this creature at the beginning of the next end step, then you may cast it from exile on a later turn.)",B,B,uncommon,EOE,Edge of Eternities,121,2,2,,,Haste;Warp,haste,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Timid Shieldbearer,{1}{W},2.0,Creature — Kithkin Soldier,{4}{W}: Creatures you control get +1/+1 until end of turn.,W,W,common,ECL,Lorwyn Eclipsed,39,2,2,,,,tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Tin Street Gossip,{2}{R}{G},4.0,Creature — Lizard Advisor,"Vigilance
{T}: Add {R}{G}. Spend this mana only to cast face-down spells or to turn creatures face up.","G,R","G,R",uncommon,MKM,Murders at Karlov Manor,235,4,4,,"G,R",Vigilance,ramp;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Tinybones, Bauble Burglar",{1}{B},2.0,Legendary Creature — Skeleton Rogue,"Whenever an opponent discards a card, exile it from their graveyard with a stash counter on it.
During your turn, you may play cards you don't own with stash counters on them from exile, and mana of any type can be spent to cast those spells.
{3}{B}, {T}: Each opponent discards a card. Activate only as a sorcery.",B,B,rare,FDN,Foundations,388,1,3,,,,discard,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Tinybones, the Pickpocket",{B},1.0,Legendary Creature — Skeleton Rogue,"Deathtouch
Whenever Tinybones deals combat damage to a player, you may cast target nonland permanent card from that player's graveyard, and mana of any type can be spent to cast that spell.",B,B,mythic,OTJ,Outlaws of Thunder Junction,290,1,1,,,Deathtouch,deathtouch,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Tishana's Tidebinder,{2}{U},3.0,Creature — Merfolk Wizard,"Flash
When this creature enters, counter up to one target activated or triggered ability. If an ability of an artifact, creature, or planeswalker is countered this way, that permanent loses all abilities for as long as this creature remains on the battlefield. (Mana abilities can't be targeted.)",U,U,rare,LCI,The Lost Caverns of Ixalan,335,3,2,,,Flash,flash,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Toadstool Admirer,{G},1.0,Creature — Ouphe,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
{3}{G}: Put a +1/+1 counter on this creature.",G,G,common,WOE,Wilds of Eldraine,192,1,1,,,Ward,protection;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
"Toby, Beastie Befriender",{2}{W},3.0,Legendary Creature — Human Wizard,"When Toby enters, create a 4/4 white Beast creature token with ""This token can't attack or block alone.""
As long as you control four or more creature tokens, creature tokens you control have flying.",W,W,rare,PDSK,Duskmourn: House of Horror Promos,35s,1,1,,,,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Tokka & Rahzar, Terrible Twos",{B/R}{B/R},2.0,Legendary Creature — Turtle Wolf Mutant,"This spell can't be countered.
Menace
Whenever a player casts a spell, if the amount of mana spent to cast it was less than its mana value, Tokka & Rahzar deal 3 damage to that player.","B,R","B,R",rare,TMT,Teenage Mutant Ninja Turtles,171,3,2,,,Menace,menace,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Tolarian Terror,{6}{U},7.0,Creature — Serpent,"This spell costs {1} less to cast for each instant and sorcery card in your graveyard.
Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)",U,U,common,FDN,Foundations,167,5,5,,,Ward,protection,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
"Tolsimir, Midnight's Light",{2}{G}{W}{W},5.0,Legendary Creature — Elf Scout,"Lifelink
When Tolsimir enters, create Voja Fenstalker, a legendary 5/5 green and white Wolf creature token with trample.
Whenever a Wolf you control attacks, if Tolsimir attacked this combat, target creature an opponent controls blocks that Wolf this combat if able.","G,W","G,W",rare,MKM,Murders at Karlov Manor,236,3,2,,,Lifelink,lifegain;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,duel"
Tomb Trawler,{2},2.0,Artifact Creature — Golem,{2}: Put target card from your graveyard on the bottom of your library.,,,uncommon,OTJ,Outlaws of Thunder Junction,250,0,4,,,,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
"Tombstone, Career Criminal",{2}{B},3.0,Legendary Creature — Human Villain,"When Tombstone enters, return target Villain card from your graveyard to your hand.
Villain spells you cast cost {1} less to cast.",B,B,uncommon,OM1,Through the Omenpaths,63,2,2,,,,bounce,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Tomik, Wielder of Law",{1}{W}{B},3.0,Legendary Creature — Human Advisor,"Affinity for planeswalkers (This spell costs {1} less to cast for each planeswalker you control.)
Flying, vigilance
Whenever an opponent attacks with creatures, if two or more of those creatures are attacking you and/or planeswalkers you control, that opponent loses 3 life and you draw a card.","B,W","B,W",mythic,MKM,Murders at Karlov Manor,431,2,4,,,Flying;Affinity;Vigilance,draw;flying;vigilance,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Tonberry,{B},1.0,Creature — Salamander Horror,"This creature enters tapped with a stun counter on it. (If it would become untapped, remove a stun counter from it instead.)
Chef's Knife — During your turn, this creature has first strike and deathtouch.",B,B,uncommon,FIN,Final Fantasy,122,2,1,,,Chef's Knife,,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Toph, Hardheaded Teacher",{2}{R}{G},4.0,Legendary Creature — Human Warrior Ally,"When Toph enters, you may discard a card. If you do, return target instant or sorcery card from your graveyard to your hand.
Whenever you cast a spell, earthbend 1. If that spell is a Lesson, put an additional +1/+1 counter on that land. (Target land you control becomes a 0/0 creature with haste that's still a land. Put a +1/+1 counter on it. When it dies or is exiled, return it to the battlefield tapped.)","G,R","G,R",rare,TLA,Avatar: The Last Airbender,384,3,4,,,Earthbend,bounce;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Toph, the Blind Bandit",{2}{G},3.0,Legendary Creature — Human Warrior Ally,"When Toph enters, earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
Toph's power is equal to the number of +1/+1 counters on lands you control.",G,G,uncommon,TLA,Avatar: The Last Airbender,198,*,3,,,Earthbend,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Toph, the First Metalbender",{1}{R}{G}{W},4.0,Legendary Creature — Human Warrior Ally,"Nontoken artifacts you control are lands in addition to their other types. (They don't gain the ability to {T} for mana.)
At the beginning of your end step, earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)","G,R,W","G,R,W",rare,TLA,Avatar: The Last Airbender,362,3,3,,,Earthbend,pump;token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Topiary Lecturer,{2}{G},3.0,Creature — Elf Druid,"Increment (Whenever you cast a spell, if the amount of mana you spent is greater than this creature's power or toughness, put a +1/+1 counter on this creature.)
{T}: Add an amount of {G} equal to this creature's power.",G,G,uncommon,SOS,Secrets of Strixhaven,165,1,2,,G,Increment,pump,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
Topiary Panther,{4}{G}{G},6.0,Creature — Plant Cat,"Trample
Basic landcycling {1}{G} ({1}{G}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",G,G,common,MKM,Murders at Karlov Manor,179,6,5,,,Landcycling;Trample;Basic landcycling;Typecycling;Cycling,ramp;trample,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,paupercommander,duel"
"Torgal, A Fine Hound",{1}{G},2.0,Legendary Creature — Wolf,"Whenever you cast your first Human creature spell each turn, that creature enters with an additional +1/+1 counter on it for each Dog and/or Wolf you control.
{T}: Add one mana of any color.",G,G,uncommon,FIN,Final Fantasy,208,2,2,,"B,G,R,U,W",,pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
"Totentanz, Swarm Piper",{1}{B}{R},3.0,Legendary Creature — Human Warlock Bard,"Whenever Totentanz or another nontoken creature you control dies, create a 1/1 black Rat creature token with ""This token can't block.""
{1}{B}: Target attacking Rat you control gains deathtouch until end of turn.","B,R","B,R",uncommon,WOE,Wilds of Eldraine,216,2,3,,,,token;tribal,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Tough Cookie,{1}{G},2.0,Artifact Creature — Food Golem,"When this creature enters, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
{2}{G}: Until end of turn, target noncreature artifact you control becomes a 4/4 artifact creature.
{2}, {T}, Sacrifice this creature: You gain 3 life.",G,G,uncommon,J25,Foundations Jumpstart,731,2,2,,,Food,lifegain;token,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,duel"
Town Greeter,{1}{G},2.0,Creature — Human Citizen,"When this creature enters, mill four cards. You may put a land card from among them into your hand. If you put a Town card into your hand this way, you gain 2 life. (To mill four cards, a player puts the top four cards of their library into their graveyard.)",G,G,common,FIN,Final Fantasy,209,1,1,,,Mill,lifegain;mill,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Trade Route Envoy,{3}{G},4.0,Creature — Dog Soldier,"When this creature enters, draw a card if you control a creature with a counter on it. If you don't draw a card this way, put a +1/+1 counter on this creature.",G,G,common,TDM,Tarkir: Dragonstorm,163,4,3,,,,draw;pump,"standard,future,historic,timeless,gladiator,pioneer,modern,legacy,pauper,vintage,penny,commander,oathbreaker,standardbrawl,brawl,alchemy,paupercommander,duel"
Tragedy Feaster,{2}{B}{B},4.0,Creature — Demon,"Trample
Ward—Discard a card.
Infusion — At the beginning of your end step, sacrifice a permanent unless you gained life this turn.",B,B,rare,SOS,Secrets of Strixhaven,293,7,6,,,Infusion;Trample;Ward,lifegain;trample,"standard,historic,timeless,gladiator,pioneer,modern,legacy,vintage,commander,oathbreaker,standardbrawl,brawl,alchemy,duel"
